"uuid","void/retire","data class","data type","fully specified name:en","short name:en","short name:en_GB","synonym 1:en","synonym 2:en","synonym 3:en","synonym 4:en","synonym 5:en","synonym 6:en","synonym 7:en","synonym 8:en","description:en","mappings|SAME-AS|PIH Malawi","mappings|NARROWER-THAN|Malawi HMIS Outpatient Indicators","mappings|NARROWER-THAN|SPINE Coded answers","mappings|NARROWER-THAN|SPINE","mappings|SAME-AS|PIH","mappings|SAME-AS|CIEL","mappings|SAME-AS|SNOMED CT","mappings|NARROWER-THAN|SNOMED NP","mappings|SAME-AS|AMPATH","mappings|NARROWER-THAN|SNOMED CT","mappings|SAME-AS|org.openmrs.module.emrapi","absolute high","critical high","normal high","absolute low","critical low","normal low","allow decimals","units","display precision"
"6547a608-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Toxicity, food",,,"Poisoning, food","Food poisoning",,,,,,,"poisoning (usually with GI effects) from ingestion of foodstuffs","368","49",,,,,,,,,,,,,,,,,,
"6545eac0-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Toxicity, NOT otherwise specified",,,"Toxicity nos","Poisoning nos",,,,,,,"Unspecified ingestion, inhalation, or other exposure to a toxic substance","83","49",,,,,,,,,,,,,,,,,,
"656b481a-977f-11e1-8993-905e29aff6c1",,"Test","Numeric","Toxoplasmosis",,,,,,,,,,,"WHO Stage 4 Conditions - Toxoplasmosis, CNS","5355",,,,,,,,,,,,,,,,,"false",,
"655fe560-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Toxoplasmosis of the brain","Toxoplasmosis","Toxoplasmosis","Cerebral toxoplasmosis","Central nervous system toxoplasmosis",,,,,,,"WHO Adult Stage 4 Criteria","2583","51","8","7",,,,,,,,,,,,,,,,
"65698d9a-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Toxoplasmosis of the brain (from age 1 month)","Toxoplasmosis, brain > 1 month","Toxoplasmosis, brain > 1 month",,,,,,,,,"CDC Category C - Toxoplasmosis Of The Brain With Onset >1 Month Of Age","5048","51",,,,,,,,,,,,,,,,,,
"6577c8a6-977f-11e1-8993-905e29aff6c1","true","Diagnosis","N/A","Toxoplasmosis of the brain (from age 1 month) - retired",,,,,,,,,,,"WHO STAGE IV PED",,,,,,,,,,,,,,,,,,,,
"6572cf72-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Trace",,,,,,,,,,,"General descriptive term, often used to describe test findings. ","6698",,,,,,,,,,,,,,,,,,,
"6356CBD9-8256-44A2-99F7-8C13DCBBB715",,"Question","Coded","Trace patient found",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58FE59C4-C889-43EB-A88D-71829A732ABC",,"Misc","Text","Trace remarks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DA7E403E-EC7F-445B-B8CF-65F4E818A11A",,"Question","Date","Trace, Date given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"656a48c0-977f-11e1-8993-905e29aff6c1","true","Anatomy","Boolean","Trachea deviated",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,,,
"6567c8d4-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Trachoma",,,,,,,,,,,"Chronic inflammatory eye disease due to chlamydia trachomatis","3778","23",,,,,,,,,,,,,,,,,,
"6578d106-977f-11e1-8993-905e29aff6c1",,"Question","Text","Tracing location",,,,,,,,,,,"Where (health facility) the tracing form was sent to","7806",,,,,,,,,,,,,,,,,,,
"6578d214-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Tracing outcome",,,,,,,,,,,,"7807",,,,,,,,,,,,,,,,,,,
"C0730C1B-E6D3-43DD-A11B-99E9D22C5048",,"Question","Text","Tracker",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6558e378-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Trading",,,,,,,,,,,"Main activity","1308",,,,,,,,,,,,,,,,,,,
"65640a6e-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Traditional",,,,,,,,,,,"General comment on the origin of a product. Domestically produced, rather than produced abroad. ","3335",,,,,,,,,,,,,,,,,,,
"655d1470-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Traditional healer",,,,,,,,,,,"traditional healer","2067",,,,,,,,,,,,,,,,,,,
"656720be-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Traditional healer diagnosis",,,,,,,,,,,"How did the traditional healer diagnose the chief complaint?","3687",,,,,,,,,,,,,,,,,,,
"656721c2-977f-11e1-8993-905e29aff6c1",,"Question","Text","Traditional healer diagnosis comment",,,,,,,,,,,"Free text description of other traditional healer diagnosis","3688",,,,,,,,,,,,,,,,,,,
"65658cae-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Traditional healer treatment",,,,,,,,,,,"Treatments used by traditional healer","3392",,,,,,,,,,,,,,,,,,,
"65658e5c-977f-11e1-8993-905e29aff6c1",,"Question","Text","Traditional healer treatment, other",,,"Traditional healer treatment, other non-coded",,,,,,,,"Other method used by traditional healer to treat patient.","3393",,,,,,,,,,,,,,,,,,,
"7057e27a-c5dd-11e5-9912-ba0be0483c18",,"Drug","N/A","Traditional medicine",,,,,,,,,,,,"8494",,,,,,,,,,,,,,,,,,,
"625b081e-5377-11e6-beb8-9e71128cae77",,"ConvSet","N/A","Traditional medicine use construct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"657351a4-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Tramadol",,,,,,,,,,,"A monoamine uptake inhibitor and centrally-acting analgesic, used for treating moderate to severe pain.","6805",,,,,,,,,,,,,,,,,,,
"657b0ab6-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Tranexamic acid",,,,,,,,,,,,"8236",,,,,,,,,,,,,,,,,,,
"6558cb18-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Transfer care to other center",,,,,,,,,,,"Question on encounter form:  ""Transfer care to other centre:""","1285",,,,,,,,,,,,,,,,,,,
"655fb464-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Transfer in","Trans_in","Trans_in",,,,,,,,,"Did the patient transfer in from another clinic or program?","2536",,,,,,,,,,,,,,,,,,,
"6559bc30-977f-11e1-8993-905e29aff6c1",,"Question","Date","Transfer in date",,,,,,,,,,,"This is meant to be the date that person was transferred OUT of their previous hospital/program.  Different from our enrollment date.
","1428",,,,,,,,,,,,,,,,,,,
"6559bb22-977f-11e1-8993-905e29aff6c1",,"Question","Text","Transfer in from","Trans_from","Trans_from",,,,,,,,,"This is meant to keep track of what other hospital/program the patient was transferred from.  In Rwanda, you need to present a transfer document saying you were sent from one hospital to another.","1427",,,,,,,,,,,,,,,,,,,
"655a3714-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Transfer in MDR-TB patient","Transfer in","Transfer in",,,,,,,,,"Category IV patient who has been transferred from another register for treatment of drug-resistant TB to continue Category IV treatment. His/her outcome should be reported to the transferring unit so that it can report his/her outcome in the cohort in which s/he originally started Category IV treatment. This group is excluded from the quarterly reports of the receiving unti on registration and treatment result. (Definition from World Health Organization Guidelines for the programmatic management of drug-resistant TB)","1529",,,,,,,,,,,,,,,,,,,
"65624828-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Transfer out","Tx_out","Tx_out",,,,,,,,,"Did the patient transfer out?","3000",,,,,,,,,,,,,,,,,,,
"65624936-977f-11e1-8993-905e29aff6c1",,"Question","Date","Transfer out date","Tx_date","Tx_date","Date of transfer out",,,,,,,,"The date that the patient was transferred out.","3001",,,,,,,,,,,,,,,,,,,
"65624d46-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","Transfer out location unknown",,,"Unknown transfer out location",,,,,,,,"The patient was transferred out to another place, but the location is unknown","3005",,,,,,,,,,,,,,,,,,,
"65624b3e-977f-11e1-8993-905e29aff6c1",,"Question","Text","Transfer out to","Transfer to","Transfer to","Transfer out to location","Transfer out site","Transfer out destination",,,,,,"The location that we will transfer out to.","3003",,,,,,,,,,,,,,,,,,,
"e498db2a-04b1-44da-81fd-a2ef86529141",,"Misc","N/A","Transfer outside district",,,,,,,,,,,"Transfer to another health facility outside the district of responsibility",,,,,,,,,,,,,,,,,,,,
"6577b668-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Transfer within responsibility",,,,,,,,,,,"Transfer between health facilities of same responsibility, e.g. within a District.","7606",,,,,,,,,,,,,,,,,,,
"6559e41c-977f-11e1-8993-905e29aff6c1","true","Question","Coded","Transfered to other clinic",,,"Transfer site",,,,,,,,"Patient transferred to the clinic listed",,,,,,,,,,,,,,,,,,,,
"65745c84-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Transferred",,,,,,,,,,,"A discharge outcome used at Queens hospital in Malawi","6986",,,,,,,,,,,,,,,,,,,
"656650d0-977f-11e1-8993-905e29aff6c1",,"Question","Text","Transferred from",,,,,,,,,,,"The location that a patient was transferred from.  Used by the mdr-tb module.","3510",,,,,,,,,,,,,,,,,,,
"65766a88-977f-11e1-8993-905e29aff6c1","true","State","N/A","Transferred internally to upper Neno","Transferred to upper Neno","Transferred to upper Neno",,,,,,,,,"Internal transfer within the District",,,,,,,,,,,,,,,,,,,,
"655a605e-977f-11e1-8993-905e29aff6c1","true","State","N/A","Transferred out",,,,,,,,,,,"No longer part of a program because they transferred out to another program",,,,,,,,,,,,,,,,,,,,
"656651d4-977f-11e1-8993-905e29aff6c1",,"Question","Text","Transferred to",,,,,,,,,,,"Location that a patient is transferred to.  Used by the mdr-tb module.","3511",,,,,,,,,,,,,,,,,,,
"654a49d0-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Transport problems",,,,,,,,,,,"Patient has difficulties with transport to health care center.","820",,,,,,,,,,,,,,,,,,,
"6565c11a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Transportation assistance",,,,,,,,,,,"Patient referred for transportation assistance. ","3442",,,,,,,,,,,,,,,,,,,
"6563d008-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Transportation construct",,,,,,,,,,,"Details on patient's travel time and expenses to clinic.","3292",,,,,,,,,,,,,,,,,,,
"656223d4-977f-11e1-8993-905e29aff6c1",,"Question","Numeric","Transportation cost","PSIB6_70a","PSIB6_70a","Cost to travel to clinic today",,,,,,,,"How much did it cost you to arrive to the clinic today?","2970",,,,,,,,,,,,,,,,,"true","FRW",
"1d091be5-3ad4-496b-b5d0-8b907a0a81fa",,"Question","Coded","Transportc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6577b262-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Transudate",,,,,,,,,,,,"7602",,,,,,,,,,,,,,,,,,,
"6572ce6e-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Transudate pleural effusion",,,,,,,,,,,,"6697",,,,,,,,,,,,,,,,,,,
"6576c33e-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Transverse",,,,,,,,,,,,"7432",,,,,,,,,,,,,,,,,,,
"6575634a-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Transverse lie",,,,,,,,,,,,"7147",,,,,,,,,,,,,,,,,,,
"65728c06-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Transverse myelitis",,,,,,,,,,,,"6638",,"8",,,,,,,,,,,,,,,,,
"65705efe-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Trauma, nos",,,"Trauma, not specified otherwise","Trauma",,,,,,,"Non-specific trauma","6266","47a","8",,,,,,,,,,,,,,,,,
"657ad942-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Traumatic",,,,,,,,,,,,"8188",,,,,,,,,,,,,,,,,,,
"65767f0a-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Traumatic conditions",,,,,,,,,,,,"7393",,,,,,,,,,,,,,,,,,,
"655bc5c0-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Treated water",,,,,,,,,,,"RESPONSE FOR WATER SOURCE","1833",,,,,,,,,,,,,,,,,,,
"655848c8-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Treatment",,,,,,,,,,,"Administration or application of remedies to a patient or for a disease or an injury; medicinal or surgical management; therapy.","1185",,,,,,,,,,,,,,,,,,,
"655a323c-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Treatment after default MDR-TB patient","After default","After default",,,,,,,,,"Patient who has returned to treatment with confirmed MDR-TB after interruption of treatment for two months or more (Definition from World Health Organization Guidelines for the programmatic management of drug-resistant TB)","1525",,,,,,,,,,,,,,,,,,,
"655a33f4-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Treatment after failure of first treatment MDR-TB patient","After cat-1 failure","After cat-1 failure",,,,,,,,,"Patient who has returned after the first treatment has failed (Definition from World Health Organization Guidelines for the programmatic management of drug-resistant TB)","1526",,,,,,,,,,,,,,,,,,,
"655a169e-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Treatment after failure of re-treatment MDR-TB patient","After cat-2 failure","After cat-2 failure",,,,,,,,,"Patient who has returned after the re-treatment has failed (Definition from World Health Organization Guidelines for the programmatic management of drug-resistant TB)","1509",,,,,,,,,,,,,,,,,,,
"655fcd5a-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Treatment companion before transfer",,,,,,,,,,,"IN RWANDA, MOH HIV PROTOCOL REQUIRES EACH PATIENT TO IDENTIFY A FRIEND FAMILY MEMBER TO SERVE AS A TREATMENT COMPANION (PARRAIN/MARRAINE IN FRENCH)","2560",,,,,,,,,,,,,,,,,,,
"655b3ccc-977f-11e1-8993-905e29aff6c1",,"State","N/A","Treatment complete",,,,,,,,,,,"Treatment is complete, but no more specific outcome can be assigned.","1714",,,,,,,,,,,,,,,,,,,
"4DB1A692-386A-485B-B007-7B8F7F0C866F",,"State","N/A","Treatment completed",,,,,,,,,,,"A person who completed treatment as recommended by the national policy, whose outcome doesn’t meet the definition of cure or treatment failure",,,,,,,,,,,,,,,,,,,,
"655a5b36-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Treatment completed - TB category IV",,,,,,,,,,,"Category IV patient who has completed treatment according to the program's protocol but does not meet the definition for cure because of lack of bacteriological results - i.e. fewer than five cultures were performed in the final 12 months of treatment. (Definition from WHO Guidelines for the programmatic management of drug-resistant tuberculosis)","1564",,,,,,,,,,,,,,,,,,,
"65616bd8-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Treatment extended",,,,,,,,,,,"Reason for a change in anti-TB regimen","2867",,,,,,,,,,,,,,,,,,,
"0848CF92-3AE1-4ADB-BC60-FF4B7575ED90",,"State","N/A","Treatment failed",,,,,,,,,,,"A patient whose treatment regimen need to be terminated or permanently changed to a new treatment strategy",,,,,,,,,,,,,,,,,,,,
"656297f6-977f-11e1-8993-905e29aff6c1",,"Workflow","N/A","Treatment group","Tx group","Tx group",,,,,,,,,"A group of patients that come to the clinic on the same schedule for treatment","3070",,,,,,,,,,,,,,,,,,,
"6562e81e-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Treatment guidelines changed",,,,,,,,,,,"The drug regimen was changed for this patient because of a change in treatment guidelines.
","3142",,,,,,,,,,,,,,,,,,,
"655b6148-977f-11e1-8993-905e29aff6c1","true","State","N/A","Treatment never started - patient refused",,,,,,,,,,,"Treatment was never started because it was refused by the patient.",,,,,,,,,,,,,,,,,,,,
"655b6aa8-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Treatment phase complete",,,"Patient treatment phase complete",,,,,,,,"The treatment of this phase of treatment is complete","1754",,,,,,,,,,,,,,,,,,,
"6559478c-977f-11e1-8993-905e29aff6c1",,"Misc Order","Text","Treatment plan other remarks",,,,,,,,,,,"Free text area for treatment plan","1391",,,,,,,,,,,,,,,,,,,
"6559f6aa-977f-11e1-8993-905e29aff6c1",,"Workflow","N/A","Treatment status","TX status","TX status",,,,,,,,,"A patient's status within a treatment program","1484",,,,,,,,,,,,,,,,,,,
"655a6acc-977f-11e1-8993-905e29aff6c1",,"State","N/A","Treatment stopped",,,,,,,,,,,"HIV treatment stopped","1579",,,,,,,,,,,,,,,,,,,
"0D951F01-926B-46CB-A99C-EAF48533C5CB",,"State","N/A","Treatment success",,,,,,,,,,,"The sum of cured and treatment completed",,,,,,,,,,,,,,,,,,,,
"6562adb8-977f-11e1-8993-905e29aff6c1",,"Question","Text","Treatment support assistance","Parrmarrdo","Parrmarrdo",,,,,,,,,"What does your marraine/parrain do for you?","3091",,,,,,,,,,,,,,,,,,,
"655aa67c-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Tremor",,,,,,,,,,,"Tremor is a rhythmic, involuntary muscular contraction characterized by oscillations of a part of the body. (Definition from www.medicinenet.com)","1631",,,,,,,,,,,,,,,,,,,
"654b8e9e-977f-11e1-8993-905e29aff6c1",,"Test","Coded","Treponema pallidum hemagglutination assay","TPHA","TPHA","Syphilis test (TPHA)",,,,,,,,"A treponemal antigen serologic test for syphilis using tanned sheep red blood cells coated with antigen from the Nichol's strain of Treponema pallidum and patient serum absorbed with an extract of Reiter treponemes to remove nonspecific antibodies. It is similar in sensitivity and specificity to the FTA-ABS test except that it is less sensitive in detecting primary syphilis.","1031",,,,,,,,,,,,,,,,,,,
"654b8fac-977f-11e1-8993-905e29aff6c1",,"Test","Coded","Treponema pallidum hemagglutination assay, qualitative","TPHA qual","TPHA qual","TPHA qualitative","Syphilis qualitative (TPHA)",,,,,,,"Qualitative interpretation of TPHA result.","1032",,,,,,,,,,,,,,,,,,,
"654b1fe0-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Triamcinalone",,,"Asthmacort","Hycomycin eye drops","Kenacort","Nasacort",,,,,"A glucocorticoid drug C21H27FO6 that is administered especially in the form of its acetal and acetate derivatives for its anti-inflammatory and immunosuppressant effects and that is used chiefly in the treatment of skin disorders, asthma, and allergic rhinitis.","943",,,,,,,,,,,,,,,,,,,
"656e8200-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Tribe",,,,,,,,,,,"Patient's tribe of origin",,,,,,,,,,,,,,,,,,"false",,
"6549aa2a-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Trichomonas",,,"Trichomonas vaginalis","T vaginalis",,,,,,,"Parasitic flagellated protozoans which invade sites of the alimentary or genitourinary tracts of numerous vertebrate and invertebrate hosts including one (T. vaginalis) causing human vaginitis.","684","44a",,,,,,,,,,,,,,,,,,
"6549a912-977f-11e1-8993-905e29aff6c1","true","Diagnosis","N/A","Trichomonas vaginalis",,,,,,,,,,,"single-celled organism causing vaginal and bladder infections",,,,,,,,,,,,,,,,,,,,
"654b9b96-977f-11e1-8993-905e29aff6c1",,"Test","Coded","Trichomonas vaginalis polymerase chain reaction","TV PCR","TV PCR","Trichomonas PCR","Trich PCR",,,,,,,"Test to detect trichomonal infections via PCR","1043",,,,,,,,,,,,,,,,,,,
"654b9722-977f-11e1-8993-905e29aff6c1",,"Test","Coded","Trichomonas vaginalis polymerase chain reaction, qualitative","TV PCR qual","TV PCR qual","Trich PCR qual","Trichomonas PCR qual",,,,,,,"Qualitative test to detect trichomonal infections via PCR","1039",,,,,,,,,,,,,,,,,,,
"657a86a4-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Trichomoniasis",,,,,,,,,,,,"8125",,,,,,,,,,,,,,,,,,,
"65660684-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Tricuspid regurgitation",,,,,,,,,,,"The leakage of blood backward through the tricuspid valve each time the right ventricle contracts.","3458",,,,,,,,,,,,,,,,,,,
"65657930-977f-11e1-8993-905e29aff6c1",,"Anatomy","N/A","Tricuspid valve",,,"Right atrioventricular valve",,,,,,,,"Section of the heart","3383",,,,,,,,,,,,,,,,,,,
"6568b96a-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Tricuspid valve findings",,,,,,,,,,,,"3988",,,,,,,,,,,,,,,,,,,
"65701fa2-977f-11e1-8993-905e29aff6c1",,"Finding","Numeric","Tricuspid valve mean gradient",,,,,,,,,,,"Mean pressure gradient across tricuspid valve, echocardiographic measurement.","6211",,,,,,,,,,,,,,,,,"true","mmHg",
"65701d9a-977f-11e1-8993-905e29aff6c1",,"Finding","Numeric","Tricuspid valve pressure half time",,,,,,,,,,,"Measurement of tricuspid valve area, echocardiographic measurement. ","6209",,,,,,,,,,,,,,,,,"true","ms",
"6568aa06-977f-11e1-8993-905e29aff6c1",,"Finding","Coded","Tricuspid valve structure",,,,,,,,,,,"The structure of the tricuspid valve","3973",,,,,,,,,,,,,,,,,,,
"65689ea8-977f-11e1-8993-905e29aff6c1",,"Finding","Numeric","Tricuspid valve vegetation size",,,,,,,,,,,"size of vegetation seen on tricuspid valve ","3962",,,,,,,,,,,,,,,,,"true","cm",
"657b0bba-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Trifluoperazine",,,,,,,,,,,,"8237",,,,,,,,,,,,,,,,,,,
"654b6ad6-977f-11e1-8993-905e29aff6c1",,"Test","Numeric","Triglycerides","TG","TG","Trig",,,,,,,,"Blood component, measure of fat concentration in blood.","1009",,,,,,,,,,,,,,,,,"false","mg/dl",
"654b01c2-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Trihexyphenidyl",,,"Artane","Benzhexol",,,,,,,"Drug is used to treat Parkinson's disease.","915",,,,,,,,,,,,,,,,,,,
"65685b6e-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Trileaflet",,,,,,,,,,,"3 leaflets on valve.","3902",,,,,,,,,,,,,,,,,,,
"6545f2f4-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Trimethoprim",,,,,,,,,,,"Antibiotic most often used for urinary tract infections.","91",,,,,,,,,,,,,,,,,,,
"654b02da-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Trimethoprim and sulfamethoxazole","CPT","CPT","Cotrimoxazole","Septrin","Tmp/smx","Septrin syrup","Co-trimoxazole",,,,"Combination antibiotic therapy.  First-line treatment for pneumocystis carinii pneumonia.","916",,,,,,,,,,,,,,,,,,,
"65477ab6-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","Triple pen injection",,,,,,,,,,,"Penicillin injection",,,,,,,,,,,,,,,,,,,,
"654a1820-977f-11e1-8993-905e29aff6c1",,"MedSet","N/A","Triple rx for helicobacter",,,,,,,,,,,"Triple antibiotic therapy for heliobacter gastritis / PUD.","774",,,,,,,,,,,,,,,,,,,
"fc4bf95c-b445-44e3-959b-435145e79f01",,"Diagnosis","Coded","Trisomy 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65685768-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Trivial",,,,,,,,,,,"Description of degree of finding. Not significant.","3898",,,,,,,,,,,,,,,,,,,
"6571bc40-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Trongyloides",,,,,,,,,,,,"6516",,,,,,,,,,,,,,,,,,,
"6549cf82-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Trophozoite",,,,,,,,,,,"A protozoan of a vegetative form as distinguished from one of a reproductive or resting form.","719",,,,,,,,,,,,,,,,,,,
"6567c9d8-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Tropical splenomegaly syndrome","TSS","TSS",,,,,,,,,"Enlargement of the spleen resulting from an abnormal immune response to repeated bouts of malaria","3779","49",,,,,,,,,,,,,,,,,,
"655e2f90-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","True",,,,,,,,,,,,"2257",,,,,,,,,,,,,,,,,,,
"657a8398-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Truncal",,,,,,,,,,,,"8122",,,,,,,,,,,,,,,,,,,
"656877e8-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Truncus arteriosus","Truncus","Truncus",,,,,,,,,"a congenital heart defect","3930",,,,,,,,,,,,,,,,,,,
"657742f0-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Trypanosomiasis",,,,,,,,,,,,"7510",,,,,,,,,,,,,,,,,,,
"655a9f42-977f-11e1-8993-905e29aff6c1",,"Test","Numeric","TSH",,,"Thyroid stimulating hormone",,,,,,,,"A test of thyroid stimulating hormone levels that is often the test of choice for evaluating thyroid function and/or symptoms of hyper- or hypothyroidism. ","1624",,,,,,,,,,,,,,,,,"false","mIU/L",
"4E062C22-BB8D-4684-BA1E-A1F8E476A4E2",,"ConvSet","N/A","TSH result construct",,,,,,,,,,,,,,,,"TSH RESULT CONSTRUCT",,,,,,,,,,,,,,,
"657660c4-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","TT status",,,,,,,,,,,"The status of Tetanus Toxoid vaccination","7365",,,,,,,,,,,,,,,,,,,
"65485602-977f-11e1-8993-905e29aff6c1","true","Test","N/A","TT1",,,,,,,,,,,"first tet tox in pregnancy",,,,,,,,,,,,,,,,,,,,
"6548571a-977f-11e1-8993-905e29aff6c1","true","Test","N/A","TT2",,,,,,,,,,,"second tet tox in pregnancy",,,,,,,,,,,,,,,,,,,,
"655b41d6-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Tubal ligation",,,,,,,,,,,"Method of preventing pregnancy (fill in) (make sure this is the same as ligature in french)","1719",,,,,,,,,,,,,,,,,,,
"65692760-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Tube",,,,,,,,,,,"A soft tubular container whose contents can be dispensed by squeezing.","4025",,,,,,,,,,,,,,,,,,,
"656bd140-977f-11e1-8993-905e29aff6c1",,"Test","Numeric","Tuberculin skin test",,,"TB skin test",,,,,,,,"Widely used test for detecting asymptomatic tuberculosis infection, or latent tuberculosis infection.","5475",,,,,,,,,,,,,,,,,"false",,
"65615fb2-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Tuberculoma",,,,,,,,,,,"A non-neoplastic mass, usually in the lungs or brain, caused by a localized tuberculous infection.","2856","6",,,,,,,,,,,,,,,,,,
"6545d15c-977f-11e1-8993-905e29aff6c1",,"Diagnosis","Coded","Tuberculosis",,,"Active TB","TB","Tuberculosis nos",,,,,,"An ACTIVE infection with the bacteria mycobacterium tuberculosis, site not specified.","58",,"8","7",,,,,,,,,,,,,,,,
"65776622-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Tuberculosis (PTB or EPTB) within the last 2 years","Pulmonary tuberculosis within the last 2 years","Pulmonary tuberculosis within the last 2 years",,,,,,,,,"WHO HIV clinical stage defining condition","7539",,,,,,,,,,,,,,,,,,,
"65591802-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Tuberculosis assessment","TB assessment","TB assessment",,,,,,,,,,"1348",,,,,,,,,,,,,,,,,,,
"65665b2a-977f-11e1-8993-905e29aff6c1",,"Test","Coded","Tuberculosis case classification",,,,,,,,,,,"A case classification concept used to record the tuberculosis case type: tb, mdr, xdr.","3520",,,,,,,,,,,,,,,,,,,
"655f1ee6-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Tuberculosis case type",,,,,,,,,,,"TB patient category based on health status by the time of  enrollment in in the program.","2407",,,,,,,,,,,,,,,,,,,
"657963a0-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Tuberculosis classification","TB classification","TB classification",,,,,,,,,,"7932",,,,,,,,,,,,,,,,,,,
"6562814e-977f-11e1-8993-905e29aff6c1",,"LabSet","Boolean","Tuberculosis culture construct","Culture","Culture",,,,,,,,,,"3048",,,,,,,,,,,,,,,,,,,
"65627d3e-977f-11e1-8993-905e29aff6c1",,"Misc","Coded","Tuberculosis culture method","Culture","Culture",,,,,,,,,"The method used to perform a culture when performing a TB test","3044",,,,,,,,,,,,,,,,,,,
"65627f46-977f-11e1-8993-905e29aff6c1",,"Misc","Coded","Tuberculosis culture result","Culture","Culture",,,,,,,,,"the result of a TB culture","3046",,,,,,,,,,,,,,,,,,,
