"concept","member","sort weight","member type"
"Organism","Gram positive rods","90.0","concept-set"
"Organism","Aerococcus species","91.0","concept-set"
"Organism","Candida parapsilosis","92.0","concept-set"
"Organism","Enterococcus species","93.0","concept-set"
"Organism","Citrobacter freundii","94.0","concept-set"
"Organism","Candida krusei","95.0","concept-set"
"Organism","Agrobacter radiobacter","96.0","concept-set"
"Organism","Moraxella species","97.0","concept-set"
"Organism","Methicillin resistant staphylococcus aureus","98.0","concept-set"
"Organism","Corynebacterium propinguum","99.0","concept-set"
"Organism","Rhizobium radiobacter","100.0","concept-set"
"Organism","Acinetobacter radioresistens","101.0","concept-set"
"Organism","Corynebacterium ureaticum","102.0","concept-set"
"Organism","Acinetobacter calcoaceticus","103.0","concept-set"
"Organism","Vibrio parahaemolyticus","104.0","concept-set"
"Oropharynx exam construct","Oropharynx findings","0.0","concept-set"
"Oropharynx exam construct","Physical system comment","1.0","concept-set"
"Other adults able to work construct","How many other adults in your house are physically able to work","0.0","concept-set"
"Other adults able to work construct","Of those able to work, how many do work","1.0","concept-set"
"Other Concerns - Ear","Pain","1000.0","concept-set"
"Other Concerns - Ear","Discharge","1010.0","concept-set"
"Other Concerns - Extremities","Pain","1000.0","concept-set"
"Other Concerns - Extremities","Weak","1010.0","concept-set"
"Other Concerns - Sleep","Apnea","1000.0","concept-set"
"Other Concerns - Sleep","Choking","1010.0","concept-set"
"Other lab test construct","Other lab test name","0.0","concept-set"
"Other lab test construct","Other lab test result","1.0","concept-set"
"Other lab test construct","Date of laboratory test","2.0","concept-set"
"Other medication 2 construct","Other medication 2","0.0","concept-set"
"Other medication 2 construct","Morning dose in milligrams","1.0","concept-set"
"Other medication 2 construct","Morning dose in pills","2.0","concept-set"
"Other medication 2 construct","Noon dose in milligrams","3.0","concept-set"
"Other medication 2 construct","Noon dose in pills","4.0","concept-set"
"Other medication 2 construct","Night dose in milligrams","5.0","concept-set"
"Other medication 2 construct","Night dose in pills","6.0","concept-set"
"Other medication 3 construct","Other medication 3","0.0","concept-set"
"Other medication 3 construct","Morning dose in milligrams","1.0","concept-set"
"Other medication 3 construct","Morning dose in pills","2.0","concept-set"
"Other medication 3 construct","Noon dose in milligrams","3.0","concept-set"
"Other medication 3 construct","Noon dose in pills","4.0","concept-set"
"Other medication 3 construct","Night dose in milligrams","5.0","concept-set"
"Other medication 3 construct","Night dose in pills","6.0","concept-set"
"Other medication construct","Other medication 1","0.0","concept-set"
"Other medication construct","Morning dose in milligrams","1.0","concept-set"
"Other medication construct","Morning dose in pills","2.0","concept-set"
"Other medication construct","Noon dose in milligrams","3.0","concept-set"
"Other medication construct","Noon dose in pills","4.0","concept-set"
"Other medication construct","Night dose in milligrams","5.0","concept-set"
"Other medication construct","Night dose in pills","6.0","concept-set"
"Other medication construct","Other medication","7.0","concept-set"
"Other second-line tuberculosis drugs","Rifabutine","0.0","concept-set"
"Other second-line tuberculosis drugs","Clarithromycin","1.0","concept-set"
"Other second-line tuberculosis drugs","Amoxicillin and clavulanic acid","2.0","concept-set"
"Other second-line tuberculosis drugs","Thioacetazone","3.0","concept-set"
"Other second-line tuberculosis drugs","Prothionamide","4.0","concept-set"
"Other second-line tuberculosis drugs","P-aminosalicylic acid","5.0","concept-set"
"Other second-line tuberculosis drugs","Cycloserine","6.0","concept-set"
"Other second-line tuberculosis drugs","Ethionamide","7.0","concept-set"
"Palliative care diagnosis construct","Palliative care diagnosis","1000.0","concept-set"
"Palliative care diagnosis construct","Diagnosis date","1010.0","concept-set"
"Palliative care medication construct","Palliative care medication","1000.0","concept-set"
"Palliative care medication construct","Dose in milligrams","1010.0","concept-set"
"Palliative care medication construct","General drug frequency","1020.0","concept-set"
"Palliative care medication construct","Duration","1030.0","concept-set"
"Palliative care symptoms history construct","History given by","1000.0","concept-set"
"Palliative care symptoms history construct","Palliative Care Symptoms History","1010.0","concept-set"
"Palliative care symptoms history construct","Diagnosis date","1020.0","concept-set"
"Palliative care symptoms history construct","Other non-coded (text)","1030.0","concept-set"
"Paraplegia","Paraplegia tuberculous","0.0","concept-set"
"Paraplegia","Paraplegia pyogenic","1.0","concept-set"
"Paraplegia","Paraplegia transverse myelitis","2.0","concept-set"
"Paraplegia","Paraplegia syphilis","3.0","concept-set"
"Paraplegia","Paraplegia schistosomiasis","4.0","concept-set"
"Paraplegia","Paraplegia malignancy","5.0","concept-set"
"Paraplegia","Paraplegia unexplained","6.0","concept-set"
"Paraplegia","Paraplegia other","7.0","concept-set"
"Parrain/marraine visit construct","Are you visited at home by a parrain/marraine?","0.0","concept-set"
"Parrain/marraine visit construct","If you are visited at home by a parrain/marraine, how often","1.0","concept-set"
"Patient contact tuberculosis test result","Simple tuberculosis test result","0.0","concept-set"
"Patient contact tuberculosis test result","Simple tuberculosis test type","1.0","concept-set"
"Patient contacts construct","Names and firstnames of contact","0.0","concept-set"
"Patient contacts construct","Relationships of contact","1.0","concept-set"
"Patient contacts construct","Age of contact","2.0","concept-set"
"Patient contacts construct","Seriological status of contact","3.0","concept-set"
"Patient contacts construct","Contact under care for HIV in clinic","4.0","concept-set"
"Patient contacts construct","Name of clinic caring for contact","5.0","concept-set"
"Patient contacts construct","Contact has had HIV testing","6.0","concept-set"
"Patient contacts construct","HIV test referral location","7.0","concept-set"
"Patient contacts construct","Gender of contact","8.0","concept-set"
"Patient contacts construct","Telephone number of contact","9.0","concept-set"
"Patient history and complications construct","Past medical history, coded","1000.0","concept-set"
"Patient history and complications construct","Diagnosis date","1010.0","concept-set"
"Patient history and complications construct","Other non-coded (text)","1020.0","concept-set"
"Patient referred to another site construct","Patient referred to another site","0.0","concept-set"
"Patient referred to another site construct","Site patient referred to in lesotho","1.0","concept-set"
"Patient referred to another site construct","Reason for referral to another site","2.0","concept-set"
"Patient referred to another site construct","Site patient referred to in rwanda","3.0","concept-set"
"Patient referred to another site construct","Clinic site other","4.0","concept-set"
"Patient referred to another site construct","Patient referred to this haiti site","5.0","concept-set"
"PC Baseline Pain construct A","Pain Location","1000.0","concept-set"
"PC Baseline Pain construct A","Pain duration","1010.0","concept-set"
"PC Baseline Pain construct A","Pain Description","1020.0","concept-set"
"PC Baseline Pain construct A","Pain scale of 0 to 10","1030.0","concept-set"
"PC Baseline Pain construct A","Peridiocity","1040.0","concept-set"
"PC Baseline Pain construct A","Afecting sleep","1050.0","concept-set"
"PC Baseline Pain construct A","Afecting walking","1060.0","concept-set"
"PC Baseline Pain construct B","Pain Location","1000.0","concept-set"
"PC Baseline Pain construct B","Pain duration","1010.0","concept-set"
"PC Baseline Pain construct B","Pain Description","1020.0","concept-set"
"PC Baseline Pain construct B","Pain scale of 0 to 10","1030.0","concept-set"
"PC Baseline Pain construct B","Peridiocity","1040.0","concept-set"
"PC Baseline Pain construct B","Afecting sleep","1050.0","concept-set"
"PC Baseline Pain construct B","Afecting walking","1060.0","concept-set"
"PC Baseline Pain construct C","Pain Location","1000.0","concept-set"
"PC Baseline Pain construct C","Pain duration","1010.0","concept-set"
"PC Baseline Pain construct C","Pain Description","1020.0","concept-set"
"PC Baseline Pain construct C","Pain scale of 0 to 10","1030.0","concept-set"
"PC Baseline Pain construct C","Peridiocity","1040.0","concept-set"
"PC Baseline Pain construct C","Afecting sleep","1050.0","concept-set"
"PC Baseline Pain construct C","Afecting walking","1060.0","concept-set"
"PC Baseline Pain construct D","Pain Location","1000.0","concept-set"
"PC Baseline Pain construct D","Pain duration","1010.0","concept-set"
"PC Baseline Pain construct D","Pain Description","1020.0","concept-set"
"PC Baseline Pain construct D","Pain scale of 0 to 10","1030.0","concept-set"
"PC Baseline Pain construct D","Peridiocity","1040.0","concept-set"
"PC Baseline Pain construct D","Afecting sleep","1050.0","concept-set"
"PC Baseline Pain construct D","Afecting walking","1060.0","concept-set"
"PDC Cleft lip palate additional plans set","Support group","1000.0","concept-set"
"PDC Cleft lip palate additional plans set","Food supplement","1010.0","concept-set"
"PDC Cleft lip palate additional plans set","Food supplement","1020.0","concept-set"
"PDC Cleft lip palate assessments set","Feeding issues","1000.0","concept-set"
"PDC Cleft lip palate assessments set","Small jaw","1010.0","concept-set"
"PDC Cleft lip palate assessments set","Difficult breathing","1020.0","concept-set"
"PDC Cleft lip palate assessments set","Heart murmur","1030.0","concept-set"
"PDC Cleft lip palate assessments set","Facial abnormalities","1040.0","concept-set"
"PDC Cleft lip palate assessments set","Other assessments","1050.0","concept-set"
"PDC Cleft lip palate recommendation set","Continue followup","1000.0","concept-set"
"PDC Cleft lip palate recommendation set","Referred out","1010.0","concept-set"
"PDC Convulsions","Any since last visit","1000.0","concept-set"
"PDC Convulsions","Anticonvulsant","1010.0","concept-set"
"PDC Convulsions","Adjust dose","1020.0","concept-set"
"PDC Social Support","Not required","1000.0","concept-set"
"PDC Social Support","Food Package","1010.0","concept-set"
"PDC Social Support","Transportc","1020.0","concept-set"
"Perinatal Infection Set","Perinatal infection","1000.0","concept-set"
"Perinatal Infection Set","Other non-coded (text)","1010.0","concept-set"
"Peripheral neuropathy","Peripheral neuropathy drug related - stavudine","0.0","concept-set"
"Peripheral neuropathy","Peripheral neuropathy drug related - TB drugs","1.0","concept-set"
"Peripheral neuropathy","Peripheral neuropathy VIT B12 deficiency","2.0","concept-set"
"Peripheral neuropathy","Peripheral neuropathy likely due to HIV","3.0","concept-set"
"Peripheral neuropathy","Peripheral neuropathy unexplained","4.0","concept-set"
"Peripheral neuropathy","Peripheral neuropathy other cause","5.0","concept-set"
"Peripheral neuropathy medication","Amitriptyline","0.0","concept-set"
"Peripheral neuropathy medication","Ibuprofen","1.0","concept-set"
"Peripheral neuropathy medication","Vitamin B complex","2.0","concept-set"
"Person making request","Given name","0.0","concept-set"
"Person making request","Family name","1.0","concept-set"
"Person making request","Email address","2.0","concept-set"
"Person reviewing request","Given name","0.0","concept-set"
"Person reviewing request","Family name","1.0","concept-set"
"Person reviewing request","Email address","2.0","concept-set"
"Physical system comment construct","Physical system comment normal","0.0","concept-set"
"Physical system comment construct","Physical system comment","1.0","concept-set"
"Pill count construct","Antiretroviral drug counted","0.0","concept-set"
"Pill count construct","Daily antiretroviral dosage","1.0","concept-set"
"Pill count construct","Prescription refill date","2.0","concept-set"
"Pill count construct","Amount dispensed","3.0","concept-set"
"Pill count construct","Number of pills taken on pill count day","4.0","concept-set"
"Pill count construct","Days from antiretroviral refill date to start date","5.0","concept-set"
"Pill count construct","Number of pills counted","6.0","concept-set"
"Pill dispensing construct","Amount dispensed","0.0","concept-set"
"Pill dispensing construct","Antiretroviral drugs","1.0","concept-set"
"PK OX blood sample","Direct coombs","0.0","concept-set"
"PK OX blood sample","Erythrocyte sedimentation rate","1.0","concept-set"
"PK OX blood sample","Complete blood count","2.0","concept-set"
"PK OX blood sample","Malaria film","3.0","concept-set"
"PK OX blood sample","Sickling test","4.0","concept-set"
"Plain blood sample","Antistreptolysin O titre","0.0","concept-set"
"Plain blood sample","Serum calcium","1.0","concept-set"
"Plain blood sample","Total cholesterol","2.0","concept-set"
"Plain blood sample","Urea, creatinine and electrolytes","3.0","concept-set"
"Plain blood sample","HIV enzyme immunoassay, quantitative","4.0","concept-set"
"Plain blood sample","Indirect coombs","5.0","concept-set"
"Plain blood sample","Liver function tests","6.0","concept-set"
"Plain blood sample","Rheumatoid factor","7.0","concept-set"
"Plain blood sample","Triglycerides","8.0","concept-set"
"Plain blood sample","Vdrl","9.0","concept-set"
"Plain blood sample","Widal test","10.0","concept-set"
"Plain blood sample","Blood group and cross match","11.0","concept-set"
"Plain blood sample","Hepatitis test","12.0","concept-set"
"PMTCT treatment construct","Antiretroviral drugs","0.0","concept-set"
"PMTCT treatment construct","Drug start date","1.0","concept-set"
"PMTCT treatment construct","Drug end date","2.0","concept-set"
"PMTCT treatment construct","Reason treatment stopped comment","3.0","concept-set"
"PMTCT treatment construct","Dose in milligrams","4.0","concept-set"
"PMTCT treatment construct","Drug frequency coded","5.0","concept-set"
"Pneumocystic carinii pneumonia prophylactic drugs","Dapsone","1.0","concept-set"
"Pneumocystic carinii pneumonia prophylactic drugs","Trimethoprim and sulfamethoxazole","2.0","concept-set"
"Pneumonia","Aspiration","0.0","concept-set"
"Pneumonia","Atypical","1.0","concept-set"
"Pneumonia","Bronchopneumonia","2.0","concept-set"
"Pneumonia","Community Acquired","3.0","concept-set"
"Pneumonia","Hospital Acquired","4.0","concept-set"
"Pneumonia","Lobar","5.0","concept-set"
"Pneumonia","Pneumocystis pneumonia","6.0","concept-set"
"Poisoning","Organophosphate poisoning","0.0","concept-set"
"Poisoning","Paraffin","1.0","concept-set"
"Poisoning","Iron poisoning","2.0","concept-set"
"Poisoning","Other","3.0","concept-set"
"PPD construct","Ppd, qualitative","0.0","concept-set"
"PPD construct","PPD, quantitative","1.0","concept-set"
"Prescription construct","Current drugs used","1000.0","concept-set"
"Prescription construct","Amount dispensed","1010.0","concept-set"
"Prescription construct","Quantity of medication prescribed per dose","1020.0","concept-set"
"Prescription construct","Dosing unit","1030.0","concept-set"
"Prescription construct","Drug frequency coded","1040.0","concept-set"
"Prescription construct","Medication duration","1050.0","concept-set"
"Prescription construct","Time units","1060.0","concept-set"
"Prescription construct","General drug frequency","1070.0","concept-set"
"Prescription construct","Prescription instructions, non-coded","1080.0","concept-set"
"Prescription construct","Routes of administration (coded)","1090.0","concept-set"
"Presumed severe HIV criteria in infants","Pneumocystis pneumonia","0.0","concept-set"
"Presumed severe HIV criteria in infants","Candidiasis of oseophagus, trachea and bronchi or lungs","1.0","concept-set"
"Presumed severe HIV criteria in infants","Cryptococcal meningitis","2.0","concept-set"
"Presumed severe HIV criteria in infants","Severe unexplained wasting or malnutrition not responding to treatment (weight-for-height/ -age <70% or MUAC less than 11cm or oedema)","3.0","concept-set"
"Presumed severe HIV criteria in infants","Toxoplasmosis of the brain (from age 1 month)","4.0","concept-set"
"Presumed severe HIV criteria in infants","Oral candidiasis","5.0","concept-set"
"Presumed severe HIV criteria in infants","Severe sepsis","6.0","concept-set"
"Presumed severe HIV criteria in infants","Severe pneumonia","7.0","concept-set"
"Previous diagnosis construct","Previous diagnosis","0.0","concept-set"
"Previous diagnosis construct","Previous diagnosis absent","1.0","concept-set"
"Previous diagnosis construct","Previous diagnosis date","2.0","concept-set"
"Previous diagnosis construct","Previous diagnosis comments","3.0","concept-set"
"Previous diagnosis construct","Previous diagnosis presence unknown","4.0","concept-set"
"Previous diagnosis construct","Previous diagnosis, non-coded","5.0","concept-set"
"Previous other medication construct","Other medication 1","0.0","concept-set"
"Previous other medication construct","Other medication 2","1.0","concept-set"
"Previous other medication construct","Other medication 3","2.0","concept-set"
"Previous other medication construct","Other medication 4","3.0","concept-set"
"Previous other medication construct","Drug start date","4.0","concept-set"
"Previous other medication construct","Drug end date","5.0","concept-set"
"Previous TB treatment history construct","Drug start date","0.0","concept-set"
"Previous TB treatment history construct","Drug end date","1.0","concept-set"
"Previous TB treatment history construct","Previous TB treatment history","2.0","concept-set"
"Previous TB treatment history construct","Tuberculosis treatment status","3.0","concept-set"
"Previous treatment construct","Previous treatment regimen","0.0","concept-set"
"Previous treatment construct","Previous treatment drug","1.0","concept-set"
"Previous treatment construct","Previous treatment, non-coded","2.0","concept-set"
"Previous treatment construct","Drug start date","3.0","concept-set"
"Previous treatment construct","Drug end date","4.0","concept-set"
"Previous treatment construct","Previous family planning method","5.0","concept-set"
"Previous treatment construct","Tuberculosis treatment status","6.0","concept-set"
"Previous treatment construct","Prophylaxis for mother in PMTCT program","7.0","concept-set"
"Previous treatment construct","Previous PMTCT treatment","8.0","concept-set"
"Previous treatment history HIV construct","Previous treatment history HIV","0.0","concept-set"
"Previous treatment history HIV construct","Drug start date","1.0","concept-set"
"Previous treatment history HIV construct","Drug end date","2.0","concept-set"
"Previous treatment history TB construct","Previous treatment history TB","0.0","concept-set"
"Previous treatment history TB construct","Drug start date","1.0","concept-set"
"Previous treatment history TB construct","Drug end date","2.0","concept-set"
"Previous treatment prophylaxis construct","Previous treatment prophylaxis","0.0","concept-set"
"Previous treatment prophylaxis construct","Drug start date","1.0","concept-set"
"Previous treatment prophylaxis construct","Drug end date","2.0","concept-set"
"Previous treatment with other medications construct","Previous treatment with other medications non-coded","0.0","concept-set"
"Previous treatment with other medications construct","Drug start date","1.0","concept-set"
"Previous treatment with other medications construct","Drug end date","2.0","concept-set"
"Problems taking medications every day without missing doses construct","Do you think you would have problems taking medications every day without missing any doses","0.0","concept-set"
"Problems taking medications every day without missing doses construct","Reason you will have problems taking medications every day without missing doses","1.0","concept-set"
"Problems taking medications every day without missing doses construct","Reason you will have problems taking medications every day without missing doses, other","2.0","concept-set"
"Prophylaxis change construct","New prophylaxis","0.0","concept-set"
"Prophylaxis change construct","Stop prophylaxis drug","1.0","concept-set"
"Prophylaxis change construct","Date of treatment change","2.0","concept-set"
"Prophylaxis change construct","Prophylaxis dosage","3.0","concept-set"
"Prophylaxis change construct","Reason prophylaxis stopped comment","4.0","concept-set"
"Prophylaxis drug abstracted construct","Prophylaxis drug received abstracted","0.0","concept-set"
"Prophylaxis drug abstracted construct","Previous treatment with other medications non-coded","1.0","concept-set"
"Prophylaxis drug abstracted construct","Drug start date","2.0","concept-set"
"Prophylaxis drug abstracted construct","Historical drug stop date","3.0","concept-set"
"Prophylaxis for infant construct","Prophylaxis for infant","0.0","concept-set"
"Prophylaxis for infant construct","Drug start date","1.0","concept-set"
"Prophylaxis for infant construct","Drug end date","2.0","concept-set"
"Prophylaxis for mother in PMTCT program construct","Prophylaxis for mother in PMTCT program","0.0","concept-set"
"Prophylaxis for mother in PMTCT program construct","Number of months pregnant","1.0","concept-set"
"Psychosis","Psychosis acute","0.0","concept-set"
"Psychosis","Psychosis chronic","1.0","concept-set"
"Psychosis","Psychosis drug induced","2.0","concept-set"
"Psychosis","Psychosis alcohol induced","3.0","concept-set"
"Psychosis","Psychosis alcohol withdrawal","4.0","concept-set"
"Psychosis","Psychosis organic","5.0","concept-set"
"Psychosis","Psychosis other","6.0","concept-set"
"Pulmonary exam construct","Chest exam findings","0.0","concept-set"
"Pulmonary exam construct","Physical system comment","1.0","concept-set"
"Pulmonic valve findings","Regurgitation","0.0","concept-set"
"Pulmonic valve findings","Stenosis","1.0","concept-set"
"Pulmonic valve findings","Pulmonic valve structure","2.0","concept-set"
"Pulmonic valve findings","Peak gradient across pulmonic valve","3.0","concept-set"
"Reason for discontinued prophylaxis antiretroviral drug order","CD4 improved","0.0","concept-set"
"Reason for discontinued prophylaxis antiretroviral drug order","Treatment complete","1.0","concept-set"
"Reason for discontinued prophylaxis antiretroviral drug order","Side effects of treatment","2.0","concept-set"
"Reason for starting antiretroviral treatment construct","Is the patient starting ARVs for prophylaxis","0.0","concept-set"
"Reason for starting antiretroviral treatment construct","Antiretrovirals for prevention of maternal to child transmission","1.0","concept-set"
"Reason for starting antiretroviral treatment construct","Reason patient started ARVs for prophylaxis","2.0","concept-set"
"Reasons for referral set","PDC Reasons for referral","1000.0","concept-set"
"Reasons for referral set","Other non-coded (text)","1010.0","concept-set"
"Refer to hospital or specialist construct","Refer to hospital in rwanda","0.0","concept-set"
"Refer to hospital or specialist construct","Refer to other hospital","1.0","concept-set"
"Refer to hospital or specialist construct","Reason for referral to hospital","2.0","concept-set"
"Refer to hospital or specialist construct","Name or location of specialist","3.0","concept-set"
"Referred Out Set","Referred out","1000.0","concept-set"
"Referred Out Set","Other non-coded (text)","1010.0","concept-set"
"Relationship of treatment supporter construct","Other relationship of treatment supporter, non-coded","0.0","concept-set"
"Relationship of treatment supporter construct","Relationship of treatment supporter","1.0","concept-set"
"Renal failure","Acute","0.0","concept-set"
"Renal failure","Chronic","1.0","concept-set"
"Renal failure cardiac medication construct","Renal failure cardiac medication","0.0","concept-set"
"Renal failure cardiac medication construct","Morning dose in milligrams","1.0","concept-set"
"Renal failure cardiac medication construct","Morning dose in pills","2.0","concept-set"
"Renal failure cardiac medication construct","Noon dose in milligrams","3.0","concept-set"
"Renal failure cardiac medication construct","Noon dose in pills","4.0","concept-set"
"Renal failure cardiac medication construct","Night dose in milligrams","5.0","concept-set"
"Renal failure cardiac medication construct","Night dose in pills","6.0","concept-set"
"Renal failure, acute","Dehydration","0.0","concept-set"
"Renal failure, acute","Diabetes","1.0","concept-set"
"Renal failure, acute","Drug induced","2.0","concept-set"
"Renal failure, acute","Hydronephrosis","3.0","concept-set"
"Renal failure, acute","Hypertension","4.0","concept-set"
"Renal failure, acute","Nephrotic syndrome","5.0","concept-set"
"Renal failure, acute","Nephritic syndrome","6.0","concept-set"
"Renal failure, acute","Obstructive","7.0","concept-set"
"Renal failure, acute","Other","8.0","concept-set"
"Renal failure, acute","Pyelonephritis","9.0","concept-set"
"Renal failure, acute","Renal vein thrombosis","10.0","concept-set"
"Rendez-vous attendance construct","Did the patient respect the rendez-vous?","0.0","concept-set"
"Rendez-vous attendance construct","How many days late was the patient?","1.0","concept-set"
"Rendez-vous attendance construct","Patient came to pick up medicine but did not have consultation","2.0","concept-set"
"Requested lab test set","Blood culture","0.0","concept-set"
"Requested lab test set","Cerebrospinal fluid","1.0","concept-set"
"Requested lab test set","Other","2.0","concept-set"
"Requested lab test set","Molecular","3.0","concept-set"
"Right atrium echocardiographic findings","Cavity size","0.0","concept-set"
"Right ventricle echocardiographic findings","Cavity size","0.0","concept-set"
"Right ventricle echocardiographic findings","Wall thickness","1.0","concept-set"
"Right ventricle echocardiographic findings","Systolic function","2.0","concept-set"
"Right ventricle echocardiographic findings","Ventricular findings","3.0","concept-set"
"Routine Tuberculosis Screening","Cough of any duration","0.0","concept-set"
"Routine Tuberculosis Screening","Fever","1.0","concept-set"
"Routine Tuberculosis Screening","Night sweats","2.0","concept-set"
"Routine Tuberculosis Screening","Weight loss / Failure to thrive / malnutrition","3.0","concept-set"
"Rwanda biochemistry set","Serum glutamic-oxaloacetic transaminase","0.0","concept-set"
"Rwanda biochemistry set","Serum glutamic-pyruvic transaminase","1.0","concept-set"
"Rwanda biochemistry set","Uric acid","2.0","concept-set"
"Rwanda biochemistry set","Serum creatinine","3.0","concept-set"
"Rwanda hematology set","Hematocrit","0.0","concept-set"
"Rwanda hematology set","Hemoglobin","1.0","concept-set"
"Rwanda hematology set","Mean cell hemoglobin concentration","2.0","concept-set"
"Rwanda hematology set","White blood cells","3.0","concept-set"
"Rwanda hematology set","Granulocyte","4.0","concept-set"
"Rwanda hematology set","Granulocyte percent","5.0","concept-set"
"Rwanda hematology set","Absolute lymphocyte count","6.0","concept-set"
"Rwanda hematology set","Lymphocytes","7.0","concept-set"
"Rwanda hematology set","Platelets","8.0","concept-set"
"School details of children construct","Currently in school","0.0","concept-set"
"School details of children construct","Age of child","1.0","concept-set"
"School details of children construct","Units of age of child","2.0","concept-set"
"School details of children construct","Does the child receive school support","3.0","concept-set"
"School details of children construct","If the child does receive support, who is it from","4.0","concept-set"
"School details of children construct","Result of HIV test","5.0","concept-set"
"Second line antiretroviral regimen","Didanosine Abacavir Lopinavir Ritonavir","0.0","concept-set"
"Second line antiretroviral regimen","Zidovudine Lamivudine Tenofovir Lopinavir Ritonavir","1.0","concept-set"
"Second line antiretroviral regimen","Zidovudine Lamivudine Lopinavir Ritonavir","2.0","concept-set"
"Second line tuberculosis drugs","None","0.0","concept-set"
"Second line tuberculosis drugs","Amikacin","1.0","concept-set"
"Second line tuberculosis drugs","Capreomycin","2.0","concept-set"
"Second line tuberculosis drugs","Clofazimine","3.0","concept-set"
"Second line tuberculosis drugs","Cycloserine","4.0","concept-set"
"Second line tuberculosis drugs","Ethionamide","5.0","concept-set"
"Second line tuberculosis drugs","Prothionamide","6.0","concept-set"
"Second line tuberculosis drugs","Gatifloxacin","7.0","concept-set"
"Second line tuberculosis drugs","Kanamycin","8.0","concept-set"
"Second line tuberculosis drugs","Ofloxacin","9.0","concept-set"
"Second line tuberculosis drugs","P-aminosalicylic acid","10.0","concept-set"
"Second line tuberculosis drugs","Terizidone","11.0","concept-set"
"Second line tuberculosis drugs","Viomycin","12.0","concept-set"
"Second line tuberculosis drugs","Clarithromycin","13.0","concept-set"
"Second line tuberculosis drugs","Rifabutine","14.0","concept-set"
"Second line tuberculosis drugs","Amoxicillin and clavulanic acid","15.0","concept-set"
"Second line tuberculosis drugs","Other non-coded","16.0","concept-set"
"Second line tuberculosis drugs","Ciprofloxacin","17.0","concept-set"
"Second line tuberculosis drugs","Levofloxacin","18.0","concept-set"
"Second line tuberculosis drugs","Pyridoxine","19.0","concept-set"
"Second line tuberculosis drugs","Moxifloxacin","20.0","concept-set"
"Seizures","Seizures grandmal","0.0","concept-set"
"Seizures","Seizures focal","1.0","concept-set"
"Seizures","Seizures petit mal","2.0","concept-set"
"Seizures","Seizures status epilepticus","3.0","concept-set"
"Seizures","Seizures known epileptic","4.0","concept-set"
"Seizures","Seizures other","5.0","concept-set"
"Sepsis","Sepsis clinical","0.0","concept-set"
"Sepsis","Sepsis NTS isolated","1.0","concept-set"
"Sepsis","Sepsis S pneumoniae isolated","2.0","concept-set"
"Sepsis","Sepsis other organism","3.0","concept-set"
"Serum electrolytes","Serum carbon dioxide","1.0","concept-set"
"Serum electrolytes","Serum Chloride","2.0","concept-set"
"Serum electrolytes","Serum potassium","3.0","concept-set"
"Serum electrolytes","Serum sodium","4.0","concept-set"
"Services ordered","Referrals ordered","0.0","concept-set"
"Sexually transmitted infection","Syphilis","0.0","concept-set"
"Sexually transmitted infection","Gonorrhea","1.0","concept-set"
"Sexually transmitted infection","Chylamidia","2.0","concept-set"
"Sexually transmitted infection","Bacterial vaginosis, non-specified","3.0","concept-set"
"Sexually transmitted infection","Trichomoniasis","4.0","concept-set"
"Sexually transmitted infection","Unspecified urethritis","5.0","concept-set"
"Shared antiretrovirals construct","Ever shared antiretrovirals with others","0.0","concept-set"
"Shared antiretrovirals construct","Number of times shared antiretrovirals with others","1.0","concept-set"
"Side effects of treatment","Deafness","0.0","concept-set"
"Side effects of treatment","Dizziness","1.0","concept-set"
"Side effects of treatment","General reaction including shock","2.0","concept-set"
"Side effects of treatment","Purpura","3.0","concept-set"
"Side effects of treatment","Jaundice","4.0","concept-set"
"Side effects of treatment","Skin itching","5.0","concept-set"
"Side effects of treatment","Visual impairment","6.0","concept-set"
"Side effects of treatment","Vomiting","7.0","concept-set"
"Side effects of treatment","Confusion","8.0","concept-set"
"Side effects of treatment","Other","9.0","concept-set"
"Sitting vital signs construct","Systolic blood pressure","0.0","concept-set"
"Sitting vital signs construct","Diastolic blood pressure","1.0","concept-set"
"Sitting vital signs construct","Pulse","2.0","concept-set"
"Skin and lymph exam construct","Skin exam findings","0.0","concept-set"
"Skin and lymph exam construct","Lymph node exam findings","1.0","concept-set"
"Skin and lymph exam construct","Physical system comment","2.0","concept-set"
"Skin disorders","Burn","1.0","concept-set"
"Skin disorders","Cellulitis","2.0","concept-set"
"Skin disorders","Dermatitis","3.0","concept-set"
"Skin disorders","Dermatitis, allergic","4.0","concept-set"
"Skin disorders","Dermatophytosis","5.0","concept-set"
"Skin disorders","Laceration","6.0","concept-set"
"Skin disorders","Tinea capitis","7.0","concept-set"
"Skin disorders","Wound, deep","8.0","concept-set"
"Skin disorders","Wound, septic","9.0","concept-set"
"Smoking construct","Patient smokes","0.0","concept-set"
"Smoking construct","Number of times per day","1.0","concept-set"
"Smoking construct","Duration in years","2.0","concept-set"
"Smoking construct","Smoking history","3.0","concept-set"
"Smoking construct","Smoking amount","4.0","concept-set"
"Smoking construct","Type of tobacco product","5.0","concept-set"
"Smoking construct","Number of tobacco pipes smoked daily","6.0","concept-set"
"Smoking construct","Number of cigarettes smoked per day","7.0","concept-set"
"Smoking construct to be retired","Smoking history","0.0","concept-set"
"Smoking construct to be retired","Smoking amount","1.0","concept-set"
"Smoking construct to be retired","Smoking duration","2.0","concept-set"
