concept,member,sort weight,member type
Previous diagnosis presence unknown,Herpes zoster,1510,q-and-a
Previous diagnosis presence unknown,Pneumopathy,1511,q-and-a
Previous diagnosis presence unknown,Enteropathy,1512,q-and-a
Previous diagnosis presence unknown,Candidiasis,1513,q-and-a
Previous diagnosis presence unknown,Malaria in the last twelve months,1514,q-and-a
Previous diagnosis presence unknown,Pneumonia,1515,q-and-a
Previous diagnosis presence unknown,Diabetes mellitus,1516,q-and-a
Previous diagnosis presence unknown,Cardiovascular disease,1517,q-and-a
Previous diagnosis presence unknown,Diarrhea for more than two weeks,3475,q-and-a
Previous diagnosis presence unknown,Genital discharge,3614,q-and-a
Previous diagnosis presence unknown,Genital sores,3615,q-and-a
Previous diagnosis presence unknown,Diarrhea,3799,q-and-a
Previous echocardiogram taken,No,4755,q-and-a
Previous echocardiogram taken,Yes,4756,q-and-a
Previous family planning method,Depo-provera,3503,q-and-a
Previous family planning method,Sterilization,3504,q-and-a
Previous family planning method,Norplant,3505,q-and-a
Previous family planning method,Condoms,3506,q-and-a
Previous family planning method,Oral contraception,3507,q-and-a
Previous immunizations administered,Measles vaccination,332,q-and-a
Previous immunizations administered,Diptheria tetanus and pertussis vaccination,333,q-and-a
Previous immunizations administered,Hepatitis B vaccination,334,q-and-a
Previous immunizations administered,Oral polio vaccination,335,q-and-a
Previous immunizations administered,Hemophilus influenza B vaccination,336,q-and-a
Previous immunizations administered,Other non-coded,337,q-and-a
Previous immunizations administered,Yellow fever vaccination,338,q-and-a
Previous immunizations administered,Bacille camile-guerin vaccination,667,q-and-a
Previous immunizations not administered,Measles vaccination,668,q-and-a
Previous immunizations not administered,Diptheria tetanus and pertussis vaccination,669,q-and-a
Previous immunizations not administered,Hepatitis B vaccination,670,q-and-a
Previous immunizations not administered,Oral polio vaccination,671,q-and-a
Previous immunizations not administered,Hemophilus influenza B vaccination,672,q-and-a
Previous immunizations not administered,Other non-coded,673,q-and-a
Previous immunizations not administered,Yellow fever vaccination,674,q-and-a
Previous immunizations not administered,Bacille camile-guerin vaccination,675,q-and-a
e76f073d-85c3-4eaf-9b74-04a7ec074d17,Never,1,q-and-a
e76f073d-85c3-4eaf-9b74-04a7ec074d17,In the past,2,q-and-a
e76f073d-85c3-4eaf-9b74-04a7ec074d17,Currently,3,q-and-a
Previous PMTCT treatment,Zidovudine,3651,q-and-a
Previous PMTCT treatment,Nevirapine single dose after birth,3652,q-and-a
Previous PMTCT treatment,No,3654,q-and-a
Previous PMTCT treatment,Yes,3655,q-and-a
Previous PMTCT treatment,Antiretroviral triple therapy,3656,q-and-a
Previous treatment drug,Fluconazole,1199,q-and-a
Previous treatment drug,Trimethoprim and sulfamethoxazole,1200,q-and-a
Previous treatment drug,Isoniazid,2093,q-and-a
Previous treatment drug,Dapsone,3783,q-and-a
Previous treatment history HIV,D4T30+3TC+NVP,1061,q-and-a
Previous treatment history HIV,D4T40+3TC+EFV,1063,q-and-a
Previous treatment history HIV,D4T40+3TC+NVP,1064,q-and-a
Previous treatment history HIV,D4T30+3TC+EFV,1066,q-and-a
Previous treatment history HIV,Zidovudine lamivudine and nevirapine,3515,q-and-a
Previous treatment history HIV,Stavudine Lamivudine and Efavirenz,3516,q-and-a
Previous treatment history HIV,Zidovudine Lamivudine and Efavirenz,3519,q-and-a
Previous treatment history TB,655a1860-977f-11e1-8993-905e29aff6c1,1067,q-and-a
Previous treatment history TB,655a1a0e-977f-11e1-8993-905e29aff6c1,1068,q-and-a
Previous treatment history TB,655a1de2-977f-11e1-8993-905e29aff6c1,1069,q-and-a
Previous treatment history TB,655a1ba8-977f-11e1-8993-905e29aff6c1,1070,q-and-a
Previous treatment prophylaxis,Fluconazole,1059,q-and-a
Previous treatment prophylaxis,Trimethoprim and sulfamethoxazole,1060,q-and-a
Previous treatment regimen,Zidovudine lamivudine and nevirapine,2041,q-and-a
Previous treatment regimen,Rifampicin isoniazid and pyrazinamide,2042,q-and-a
Previous treatment regimen,Zidovudine Lamivudine and Efavirenz,2043,q-and-a
Previous treatment regimen,Stavudine Lamivudine and Nevirapine,2044,q-and-a
Previous treatment regimen,Rifampicin Isoniazid Pyrazinamide Ethambutol,2045,q-and-a
Previous treatment regimen,Stavudine Lamivudine and Abacavir,2046,q-and-a
Previous treatment regimen,Zidovudine Lamivudine and Abacavir,2047,q-and-a
Previous treatment regimen,Rifampicin Isoniazid and Ethambutol,2048,q-and-a
Previous treatment regimen,"MDR-TB treatment schema, non-coded",2049,q-and-a
Previous treatment regimen,2RHEZ / 4RH,2050,q-and-a
Previous treatment regimen,2S+RHEZ / 1RHEZ / 5RH+E,2051,q-and-a
Previous treatment regimen,Rifampicin and isoniazid,2052,q-and-a
Previous treatment regimen,2RHZ / 4RH,2053,q-and-a
Previous treatment regimen,Stavudine Lamivudine and Efavirenz,2054,q-and-a
Previous treatment regimen,Nevirapine,2538,q-and-a
Previous treatment regimen,Tenofovir Abacavir Lopinavir Ritonavir,3785,q-and-a
Previous treatment regimen,Tenofovir Emtricitabine Nevirapine,3786,q-and-a
Previous treatment regimen,Didanosine Zidovudine Lopinavir Ritonavir,3787,q-and-a
Previous treatment regimen,Tenofovir Lamivudine Lopinavir Ritonavir,3788,q-and-a
Previous treatment regimen,Didanosine Tenofovir Lopinavir Ritonavir,3789,q-and-a
Previous treatment regimen,Didanosine Lamivudine Lopinavir Ritonavir,3790,q-and-a
Previous treatment regimen,Didanosine Abacavir Lopinavir Ritonavir,3791,q-and-a
Previous treatment regimen,Zidovudine Lamivudine Lopinavir Ritonavir,3792,q-and-a
Previous treatment regimen,Tenofovir Zidovudine Lopinavir Ritonavir,3793,q-and-a
Previous treatment regimen,Tenofovir Lamivudine Efavirenz,3794,q-and-a
Previous treatment regimen,Tenofovir Lamivudine Nevirapine,3795,q-and-a
Previous treatment regimen,D4T40+3TC+EFV,5452,q-and-a
Previous treatment regimen,D4T30+3TC+EFV,5453,q-and-a
Previous treatment regimen,D4T30+3TC+NVP,5454,q-and-a
Previous treatment regimen,D4T40+3TC+NVP,5455,q-and-a
Previous tuberculosis medication exposures,Streptomycin,1120,q-and-a
Previous tuberculosis medication exposures,Ciprofloxacin,1121,q-and-a
Previous tuberculosis medication exposures,Ofloxacin,1122,q-and-a
Previous tuberculosis medication exposures,Moxifloxacin,1123,q-and-a
Previous tuberculosis medication exposures,Ethambutol,1124,q-and-a
Previous tuberculosis medication exposures,Capreomycin,1125,q-and-a
Previous tuberculosis medication exposures,Prothionamide,1126,q-and-a
Previous tuberculosis medication exposures,Isoniazid,1127,q-and-a
Previous tuberculosis medication exposures,P-aminosalicylic acid,1128,q-and-a
Previous tuberculosis medication exposures,Kanamycin,1129,q-and-a
Previous tuberculosis medication exposures,Ethionamide,1130,q-and-a
Previous tuberculosis medication exposures,Pyrazinamide,1131,q-and-a
Previous tuberculosis medication exposures,Gatifloxacin,1132,q-and-a
Previous tuberculosis medication exposures,Cycloserine,1133,q-and-a
Previous tuberculosis medication exposures,Amikacin,1134,q-and-a
Previous tuberculosis medication exposures,Rifampicin,1135,q-and-a
Previous tuberculosis medication exposures,Levofloxacin,1136,q-and-a
Previous tuberculosis medication exposures,Clarithromycin,3024,q-and-a
Previous tuberculosis medication exposures,Rifabutine,3025,q-and-a
Previous tuberculosis medication exposures,Other non-coded,3026,q-and-a
Previous tuberculosis medication exposures,Pyridoxine,3027,q-and-a
Previous tuberculosis medication exposures,None,3028,q-and-a
Previous tuberculosis medication exposures,Clofazimine,3030,q-and-a
Previous tuberculosis medication exposures,Amoxicillin and clavulanic acid,3031,q-and-a
Previous tuberculosis medication exposures,Viomycin,3032,q-and-a
Previous tuberculosis medication exposures,Terizidone,3053,q-and-a
Previously on oral medications,No,8378,q-and-a
Previously on oral medications,Yes,8379,q-and-a
Previously on oral medications,Unknown,8380,q-and-a
Primary Guardian,Biological Parent(Single),1,q-and-a
Primary Guardian,Biological Parents-(both),2,q-and-a
Primary Guardian,Grandparents,3,q-and-a
Primary Guardian,Elder relative,4,q-and-a
Primary Guardian,"Non-Relative (neighbor,friend,community person)",5,q-and-a
Primary Guardian,Other non-coded,6,q-and-a
Prior TB schema,"MDR-TB treatment schema, non-coded",2532,q-and-a
Prior TB schema,2RHEZ / 4RH,2533,q-and-a
Prior TB schema,2S+RHEZ / 1RHEZ / 5RH+E,2534,q-and-a
Prior TB schema,2RHZ / 4RH,2535,q-and-a
Prior TB schema,Other non-coded,2536,q-and-a
Problem added,Did NOT answer,2769,q-and-a
Problem added,Unknown,2890,q-and-a
Problem resolved,Did NOT answer,2768,q-and-a
Problem resolved,Unknown,2889,q-and-a
Problem Solving,Yes,1,q-and-a
Problem Solving,No,2,q-and-a
Problem Solving,Unknown,3,q-and-a
Procedure done,None,9052,q-and-a
Procedure done,Tubal ligation,9053,q-and-a
Procedure done,Uterine evacuation,9054,q-and-a
Procedure done,Exam under anaesthesia,9056,q-and-a
Procedure done,Suturing of cervical or vaginal injury under anaesthesia,9059,q-and-a
Procedure done,Caesarean section,9060,q-and-a
Procedure done,Total abdominal hysterectomy +/- adnexectomy,9061,q-and-a
Procedure done,Subtotal abdominal hysterectomy +/- adnexectomy,9062,q-and-a
Procedure done,Vaginal hysterectomy,9063,q-and-a
Procedure done,Exploratory laparatomy +/- adnexectomy,9064,q-and-a
Procedure done,Cauterization of vulva or perineal warts,9065,q-and-a
Procedure done,Marsupilisation,9066,q-and-a
Procedure done,Lung maturation,9067,q-and-a
Procedure done,Dilation and curettage,9068,q-and-a
Procedure done,Drainage of abscess,9069,q-and-a
Procedure done,Fistula repair,9070,q-and-a
Procedure done,Myomectomy,9071,q-and-a
Procedure done,Diagnostic laparascopy,9072,q-and-a
Procedure done,Hysterescopy,9073,q-and-a
Procedure done,Cystoscopy,9074,q-and-a
Procedure done,Vulvectomy,9075,q-and-a
Procedure done,Conservative management,9077,q-and-a
Procedure done,Repair of uterus,9920,q-and-a
Procedure done,Female sterilization,9921,q-and-a
Procedure done,Suturing of perineum,9922,q-and-a
Productive cough quality,White,499,q-and-a
Productive cough quality,Purulent,500,q-and-a
Productive cough quality,Bloody,501,q-and-a
Program that ordered test,Maternity ward,2073,q-and-a
Program that ordered test,Hospital,2074,q-and-a
Program that ordered test,Primary care clinic,2075,q-and-a
Program that ordered test,VCT program,2076,q-and-a
Program that ordered test,Mobile VCT,2077,q-and-a
Program that ordered test,Other non-coded,2078,q-and-a
Program that ordered test,Malnutrition program,2079,q-and-a
Program that ordered test,Antenatal clinic,2080,q-and-a
Program that ordered test,"Hospital, internal medicine",3480,q-and-a
Program that ordered test,Family planning clinic,3481,q-and-a
Program that ordered test,"Hospital, pediatrics",3482,q-and-a
Program that ordered test,"Hospital, surgery room",3483,q-and-a
Program that ordered test,Old Tuberculosis program,3782,q-and-a
Prophylaxis drug received abstracted,Fluconazole,3224,q-and-a
Prophylaxis drug received abstracted,Isoniazid,3225,q-and-a
Prophylaxis drug received abstracted,Other non-coded,3226,q-and-a
Prophylaxis drug received abstracted,Trimethoprim and sulfamethoxazole,3227,q-and-a
Prophylaxis for infant,Nevirapine single dose after birth,5034,q-and-a
Prophylaxis for infant,Fluconazole,5035,q-and-a
Prophylaxis for infant,Zidovudine after birth,5036,q-and-a
Prophylaxis for infant,Isoniazid,5037,q-and-a
Prophylaxis for infant,Trimethoprim and sulfamethoxazole,5038,q-and-a
Prophylaxis for mother in PMTCT program,Antiretroviral mono therapy during pregnancy,2056,q-and-a
Prophylaxis for mother in PMTCT program,None,2057,q-and-a
Prophylaxis for mother in PMTCT program,Antiretroviral triple therapy during pregnancy,2058,q-and-a
Prophylaxis for mother in PMTCT program,Nevirapine single dose after birth,2059,q-and-a
Prophylaxis for mother in PMTCT program,Antiretroviral triple therapy at birth,2060,q-and-a
Prophylaxis for mother in PMTCT program,Unknown,5058,q-and-a
Province,South,3231,q-and-a
Province,North,3232,q-and-a
Province,West,3233,q-and-a
Province,Kigali,3234,q-and-a
Province,East,3235,q-and-a
Psychiatric exam findings,Depression,258,q-and-a
Psychiatric exam findings,Normal,259,q-and-a
Psychiatric exam findings,Abnormal,260,q-and-a
Psychiatric exam findings,Dementia,261,q-and-a
Psychiatric exam findings,Apathetic,262,q-and-a
Psychiatric exam findings,Confusion,263,q-and-a
Psychomotor development,Normal,2029,q-and-a
Psychomotor development,Slow,2030,q-and-a
Psychomotor development,Encephalopathy,2031,q-and-a
Psychosis,Alcohol withdrawal,9447,q-and-a
Psychosis,Acute,9448,q-and-a
Psychosis,Organic,9449,q-and-a
Psychosis,Other,9450,q-and-a
Psychosis,Alcohol induced,9451,q-and-a
Psychosis,Chronic,9452,q-and-a
Psychosis,Drug induced,9453,q-and-a
Public tap water,Sometimes,2176,q-and-a
Public tap water,A lot,2177,q-and-a
Public tap water,Never,2178,q-and-a
Public tap water,Rarely,2179,q-and-a
Pulmonary artery systolic pressure,Can't estimate secondary to incomplete regurgitant jet,5372,q-and-a
Pulmonary artery systolic pressure,Moderate to severe,5373,q-and-a
Pulmonary artery systolic pressure,Mild,5374,q-and-a
Pulmonary artery systolic pressure,Severe,5375,q-and-a
Pulmonary artery systolic pressure,Moderate,5376,q-and-a
Pulmonary effusion,Heart failure,9425,q-and-a
Pulmonary effusion,Renal failure,9426,q-and-a
Pulmonary effusion,Presumed tuberculous,9427,q-and-a
Pulmonary effusion,Other malignancy,9428,q-and-a
Pulmonary effusion,Unknown cause,9429,q-and-a
Pulmonary effusion,Presumed due to kaposi's sarcoma,9430,q-and-a
Pulmonary effusion,Empyema,9431,q-and-a
Pulmonary effusion,Para-pneumonic,9432,q-and-a
Pulmonary fibrosis,Other,9454,q-and-a
Pulmonary fibrosis,Diffuse,9455,q-and-a
Pulmonary fibrosis,Localised,9456,q-and-a
Pulmonic valve structure,Thickened,5336,q-and-a
Pulmonic valve structure,Normal,5337,q-and-a
Pulmonic valve structure,Systolic doming,5338,q-and-a
Pulmonic valve structure,Dysplastic,5339,q-and-a
Pulses present,Dorsalis pedis,8844,q-and-a
Pulses present,Posterior tibial,8845,q-and-a
Purpose of teen clubs,To empower adolescent to build positive relationships,1,q-and-a
Purpose of teen clubs,Improve their self esteem,2,q-and-a
Purpose of teen clubs,"Acquire life skills through peer mentorship, adult role-modeling and structured activities",3,q-and-a
Purpose of teen clubs,Other non-coded,4,q-and-a
Pyomyositis,Bacterial,9457,q-and-a
Pyomyositis,Tuberculous,9458,q-and-a
Pyomyositis,Other cause,9459,q-and-a
QECH AETC Procedures,Ascitic Tap,9759,q-and-a
QECH AETC Procedures,Fine Needle Aspirate,9760,q-and-a
QECH AETC Procedures,Pericardial Tap,9761,q-and-a
QECH AETC Procedures,Other,9762,q-and-a
QECH AETC Procedures,POP Removal,9763,q-and-a
QECH AETC Procedures,Chest Drain Insertion,9764,q-and-a
QECH AETC Procedures,Incision and Drainage,9765,q-and-a
QECH AETC Procedures,Catheter Insertion,9766,q-and-a
QECH AETC Procedures,POP Application,9767,q-and-a
QECH AETC Procedures,Joint Aspiration,9768,q-and-a
QECH AETC Procedures,Lumber Puncture,9769,q-and-a
QECH AETC Procedures,Manipulation Under Anaesthesia,9770,q-and-a
QECH AETC Procedures,Pleural Tap,9771,q-and-a
QECH AETC Procedures,Nebulization,9772,q-and-a
QECH Emergency Diagnosis List,Acquired immunodeficiency syndrome,9671,q-and-a
QECH Emergency Diagnosis List,Anemia,9672,q-and-a
QECH Emergency Diagnosis List,All other surgical conditions,9673,q-and-a
QECH Emergency Diagnosis List,Abscess,9674,q-and-a
QECH Emergency Diagnosis List,"Pregnancy, termination",9675,q-and-a
QECH Emergency Diagnosis List,Acute flaccid paralysis,9676,q-and-a
QECH Emergency Diagnosis List,Acute psychiatric disorder,9677,q-and-a
QECH Emergency Diagnosis List,All other communicable diseases,9678,q-and-a
QECH Emergency Diagnosis List,All other non-communicable diseases,9679,q-and-a
QECH Emergency Diagnosis List,Abscondees,9680,q-and-a
QECH Emergency Diagnosis List,Abortion complications,9681,q-and-a
QECH Emergency Diagnosis List,"Eye infection, acute",9682,q-and-a
QECH Emergency Diagnosis List,New born complications,9683,q-and-a
QECH Emergency Diagnosis List,Musculoskeletal pain,9684,q-and-a
QECH Emergency Diagnosis List,Other heart diseases,9685,q-and-a
QECH Emergency Diagnosis List,"Abdominal pain, surgical",9686,q-and-a
QECH Emergency Diagnosis List,Asthma,9687,q-and-a
QECH Emergency Diagnosis List,Bowel obstruction,9688,q-and-a
QECH Emergency Diagnosis List,Cholera,9689,q-and-a
QECH Emergency Diagnosis List,Hypertension,9690,q-and-a
QECH Emergency Diagnosis List,Duodenitis,9691,q-and-a
QECH Emergency Diagnosis List,Retained products of conception,9692,q-and-a
QECH Emergency Diagnosis List,Neurological condition,9693,q-and-a
QECH Emergency Diagnosis List,Antepartum hemorrhage,9694,q-and-a
QECH Emergency Diagnosis List,Other skin condition,9695,q-and-a
QECH Emergency Diagnosis List,Gynaecological disorders,9696,q-and-a
QECH Emergency Diagnosis List,Malaria,9697,q-and-a
QECH Emergency Diagnosis List,Epilepsy,9698,q-and-a
QECH Emergency Diagnosis List,"Gastritis, nos",9699,q-and-a
QECH Emergency Diagnosis List,Dysentery,9700,q-and-a
QECH Emergency Diagnosis List,Neonatal tetanus,9701,q-and-a
QECH Emergency Diagnosis List,Traumatic conditions,9702,q-and-a
QECH Emergency Diagnosis List,Sexually transmitted infection,9703,q-and-a
QECH Emergency Diagnosis List,Burn,9704,q-and-a
QECH Emergency Diagnosis List,Diabetes,9705,q-and-a
QECH Emergency Diagnosis List,Tetanus,9706,q-and-a
QECH Emergency Diagnosis List,Plague,9707,q-and-a
QECH Emergency Diagnosis List,Stroke,9708,q-and-a
QECH Emergency Diagnosis List,Candida,9709,q-and-a
QECH Emergency Diagnosis List,Rabies,9710,q-and-a
QECH Emergency Diagnosis List,Eclampsia,9711,q-and-a
QECH Emergency Diagnosis List,Syphilis in pregnancy,9712,q-and-a
QECH Emergency Diagnosis List,Reflux oesophagitis,9713,q-and-a
QECH Emergency Diagnosis List,Postpartum sepsis,9714,q-and-a
QECH Emergency Diagnosis List,Malnutrition,9715,q-and-a
QECH Emergency Diagnosis List,Ruptured uterus,9716,q-and-a
QECH Emergency Diagnosis List,Sepsis,9717,q-and-a
QECH Emergency Diagnosis List,Cardiac failure,9718,q-and-a
QECH Emergency Diagnosis List,Schistosomiasis,9719,q-and-a
QECH Emergency Diagnosis List,Dental caries,9720,q-and-a
QECH Emergency Diagnosis List,Severe anaemia in pregnancy,9721,q-and-a
QECH Emergency Diagnosis List,Ebola,9722,q-and-a
QECH Emergency Diagnosis List,Scabies,9723,q-and-a
QECH Emergency Diagnosis List,Measles,9724,q-and-a
QECH Emergency Diagnosis List,Meningitis,9725,q-and-a
QECH Emergency Diagnosis List,Leprosy,9726,q-and-a
QECH Emergency Diagnosis List,Fracture,9727,q-and-a
QECH Emergency Diagnosis List,Poisoning,9728,q-and-a
QECH Emergency Diagnosis List,Breech delivery,9729,q-and-a
QECH Emergency Diagnosis List,GI Bleed,9730,q-and-a
QECH Emergency Diagnosis List,Soft tissue injury,9731,q-and-a
QECH Emergency Diagnosis List,Cancer,9732,q-and-a
QECH Emergency Diagnosis List,Other oral conditions,9733,q-and-a
QECH Emergency Diagnosis List,Helminthiasis,9734,q-and-a
QECH Emergency Diagnosis List,Varicella zoster,9735,q-and-a
QECH Emergency Diagnosis List,Goitre,9736,q-and-a
QECH Emergency Diagnosis List,Cataract,9737,q-and-a
QECH Emergency Diagnosis List,Opportunistic infections,9738,q-and-a
QECH Emergency Diagnosis List,Jaundice and infective hepatitis,9739,q-and-a
QECH Emergency Diagnosis List,Pneumonia,9740,q-and-a
QECH Emergency Diagnosis List,Diarrhoea diseases,9741,q-and-a
QECH Emergency Diagnosis List,Renal failure,9742,q-and-a
QECH Emergency Diagnosis List,Death on arrival,9743,q-and-a
QECH Emergency Diagnosis List,Diptheria,9744,q-and-a
QECH Emergency Diagnosis List,Ear infection nos,9745,q-and-a
QECH Emergency Diagnosis List,"Accident, motor vehicle",9746,q-and-a
QECH Emergency Diagnosis List,Postpartum hemorrhage,9747,q-and-a
QECH Emergency Diagnosis List,Chronic psychiatric disease,9748,q-and-a
QECH Emergency Diagnosis List,Typhoid fever,9749,q-and-a
QECH Emergency Diagnosis List,Yellow fever,9750,q-and-a
QECH Emergency Diagnosis List,Tuberculosis,9751,q-and-a
QECH Emergency Diagnosis List,Varices,9752,q-and-a
QECH Emergency Diagnosis List,Other,9753,q-and-a
QECH Emergency Diagnosis List,Vacuum extraction delivery,9754,q-and-a
QECH Emergency Diagnosis List,Upper respiratory tract infection,9755,q-and-a
QECH Emergency Diagnosis List,Ulcers,9756,q-and-a
QECH Emergency Diagnosis List,Urinary tract infection,9757,q-and-a
QECH Emergency Diagnosis List,Pertussis,9758,q-and-a
QECH Emergency Diagnosis List,Cellcept,9909,q-and-a
QECH Emergency Diagnosis List,Atorvastatin,9910,q-and-a
QECH Emergency Diagnosis List,Baclofen,9911,q-and-a
QECH Emergency Diagnosis List,Bromocriptine,9912,q-and-a
QECH Emergency Diagnosis List,Cephalaxin,9913,q-and-a
QECH Emergency Diagnosis List,Calcium Sandoz Forte,9914,q-and-a
QECH Emergency Diagnosis List,Calcium Gluconate,9915,q-and-a
Qech outpatient diagnosis list,Upper respiratory tract infection,8955,q-and-a
Qech outpatient diagnosis list,Acute flaccid paralysis,8956,q-and-a
Qech outpatient diagnosis list,Tuberculosis,8957,q-and-a
Qech outpatient diagnosis list,Pertussis,8958,q-and-a
Qech outpatient diagnosis list,Diphtheria,8959,q-and-a
Qech outpatient diagnosis list,Tetanus,8960,q-and-a
Qech outpatient diagnosis list,Asthma,8961,q-and-a
Qech outpatient diagnosis list,Pneumonia,8962,q-and-a
Qech outpatient diagnosis list,Neonatal tetanus,8963,q-and-a
Qech outpatient diagnosis list,Measles,8964,q-and-a
Qech outpatient diagnosis list,Other lower respiratory infection,8965,q-and-a
Qech outpatient diagnosis list,Other heart diseases,8966,q-and-a
Qech outpatient diagnosis list,Dental caries,8967,q-and-a
Qech outpatient diagnosis list,Gastroenteritis,8968,q-and-a
Qech outpatient diagnosis list,Severe anaemia in pregnancy,8969,q-and-a
Qech outpatient diagnosis list,Cholera,8970,q-and-a
Qech outpatient diagnosis list,Hypertension,8971,q-and-a
Qech outpatient diagnosis list,Anemia,8972,q-and-a
Qech outpatient diagnosis list,Epilepsy,8973,q-and-a
Qech outpatient diagnosis list,"Eye infection, acute",8974,q-and-a
Qech outpatient diagnosis list,Goitre,8975,q-and-a
Qech outpatient diagnosis list,Cataract,8976,q-and-a
Qech outpatient diagnosis list,Diarrhoea diseases,8977,q-and-a
Qech outpatient diagnosis list,Acute psychiatric disorder,8978,q-and-a
Qech outpatient diagnosis list,Acute respiratory infection,8979,q-and-a
Qech outpatient diagnosis list,Malnutrition,8980,q-and-a
Qech outpatient diagnosis list,Chronic psychiatric disease,8981,q-and-a
Qech outpatient diagnosis list,Schistosomiasis,8982,q-and-a
Qech outpatient diagnosis list,Ebola,8983,q-and-a
Qech outpatient diagnosis list,Scabies,8984,q-and-a
Qech outpatient diagnosis list,Typhoid fever,8985,q-and-a
Qech outpatient diagnosis list,Yellow fever,8986,q-and-a
Qech outpatient diagnosis list,Meningitis,8987,q-and-a
Qech outpatient diagnosis list,Leprosy,8988,q-and-a
Qech outpatient diagnosis list,Other skin condition,8989,q-and-a
Qech outpatient diagnosis list,Malaria,8990,q-and-a
Qech outpatient diagnosis list,Sexually transmitted infection,8991,q-and-a
Qech outpatient diagnosis list,Helminthiasis,8992,q-and-a
Qech outpatient diagnosis list,Other oral conditions,8993,q-and-a
Qech outpatient diagnosis list,Varicella zoster,8994,q-and-a
Qech outpatient diagnosis list,All other communicable diseases,8995,q-and-a
Qech outpatient diagnosis list,Opportunistic infections,8996,q-and-a
Qech outpatient diagnosis list,Jaundice and infective hepatitis,8997,q-and-a
Qech outpatient diagnosis list,Plague,8998,q-and-a
Qech outpatient diagnosis list,Acquired immunodeficiency syndrome,8999,q-and-a
Qech outpatient diagnosis list,Rabies,9000,q-and-a
Qech outpatient diagnosis list,Syphilis in pregnancy,9001,q-and-a
Qech outpatient diagnosis list,All other surgical conditions,9002,q-and-a
Qech outpatient diagnosis list,New born complications,9003,q-and-a
Qech outpatient diagnosis list,Musculoskeletal pain,9004,q-and-a
Qech outpatient diagnosis list,Abortion complications,9005,q-and-a
Qech outpatient diagnosis list,Retained products of conception,9006,q-and-a
Qech outpatient diagnosis list,Neurological condition,9007,q-and-a
Qech outpatient diagnosis list,Antepartum hemorrhage,9008,q-and-a
Qech outpatient diagnosis list,Other genito-urinary tract infection,9009,q-and-a
Qech outpatient diagnosis list,Gynaecological disorders,9010,q-and-a
Qech outpatient diagnosis list,All other non-communicable diseases,9011,q-and-a
Qech outpatient diagnosis list,Traumatic conditions,9012,q-and-a
Qech outpatient diagnosis list,Diabetes,9013,q-and-a
Qech outpatient diagnosis list,Vacuum extraction delivery,9014,q-and-a
Qech outpatient diagnosis list,Eclampsia,9015,q-and-a
Qech outpatient diagnosis list,Ulcers,9016,q-and-a
Qech outpatient diagnosis list,Postpartum sepsis,9017,q-and-a
Qech outpatient diagnosis list,Brought in dead,9018,q-and-a
Qech outpatient diagnosis list,Ruptured uterus,9019,q-and-a
Qech outpatient diagnosis list,Sepsis,9020,q-and-a
Qech outpatient diagnosis list,Abscondees,9021,q-and-a
Qech outpatient diagnosis list,Counselling,9022,q-and-a
Qech outpatient diagnosis list,Breech delivery,9023,q-and-a
Qech outpatient diagnosis list,Cancer,9024,q-and-a
Qech outpatient diagnosis list,Query,9025,q-and-a
Qech outpatient diagnosis list,Death on arrival,9026,q-and-a
Qech outpatient diagnosis list,Ear infection nos,9027,q-and-a
Qech outpatient diagnosis list,"Accident, motor vehicle",9028,q-and-a
Qech outpatient diagnosis list,Postpartum hemorrhage,9029,q-and-a
Qech outpatient diagnosis list,Laryngoscopy,9030,q-and-a
Qech outpatient diagnosis list,"Gastritis, nos",9031,q-and-a
Qech outpatient diagnosis list,Normal procedures,9032,q-and-a
Qech outpatient diagnosis list,Varices,9033,q-and-a
Qech outpatient diagnosis list,Stroke,9034,q-and-a
Qech outpatient diagnosis list,Candida,9035,q-and-a
Qech outpatient diagnosis list,Reflux oesophagitis,9036,q-and-a
Qech outpatient diagnosis list,Spirometry,9037,q-and-a
Qech outpatient diagnosis list,Duddentis,9038,q-and-a
Qech outpatient diagnosis list,Bronchoscopy,9039,q-and-a
Qech outpatient diagnosis list,Colonoscopy,9040,q-and-a
Qech outpatient diagnosis list,"Pregnancy, termination",9041,q-and-a
Qech outpatient diagnosis list,Brain abscess,9078,q-and-a
Qech outpatient diagnosis list,Bacillary dysentery,9079,q-and-a
Qech outpatient diagnosis list,Acute tonsilitis,9080,q-and-a
Qech outpatient diagnosis list,"Diarrhea, parasite",9081,q-and-a
Qech outpatient diagnosis list,Bronchiectasis,9082,q-and-a
Qech outpatient diagnosis list,Acute bronchilitis,9083,q-and-a
Qech outpatient diagnosis list,Acute epiglottitis,9084,q-and-a
Qech outpatient diagnosis list,Acute sinusitis,9085,q-and-a
Qech outpatient diagnosis list,"Otitis media, acute",9086,q-and-a
Qech outpatient diagnosis list,"Bronchitis, acute",9087,q-and-a
Qech outpatient diagnosis list,"Candidiasis, esophageal",9088,q-and-a
Qech outpatient diagnosis list,Vulvovagina candidiasis,9089,q-and-a
Qech outpatient diagnosis list,"Otitis media, chronic",9090,q-and-a
Qech outpatient diagnosis list,Cardiac failure,9091,q-and-a
Qech outpatient diagnosis list,Cerebral palsy,9092,q-and-a
Qech outpatient diagnosis list,Oral candidiasis,9093,q-and-a
Qech outpatient diagnosis list,Cirrhosis,9094,q-and-a
